"","STN_NAME","param","date","value","SMPL_COLL_DT","n_reps","monitoring_program","rep","f_pon","SMPL_COLL_DT_est","offset","sample_dt","sample_date","tide_dt_High","tide_dt_Low","hours_since_High","hours_since_low","v_High","v_Low","tide_change","n_unique_tides","same_tide_cycle"
"34","gtmfmnut","Chl-a Corrected",2005-10-03,1.9,2005-10-03 14:00:00,2,1,1,"<-1>","2005-10-03 13:00:00","1H 0M 0S","2005-10-03 14:00:00","2005-10-03","2005-10-03 10:10:00","2005-10-03 03:52:00",3.83333333333333,10.1333333333333,1.564,0.248,"Falling",1,TRUE
"35","gtmfmnut","Chl-a Corrected",2005-11-14,2.1,2005-11-14 12:00:00,2,1,1,"<-1>","2005-11-14 12:00:00","1H 0M 0S","2005-11-14 12:00:00","2005-11-14","2005-11-14 07:47:00","2005-11-14 01:22:00",4.21666666666667,10.6333333333333,1.764,0.036,"Falling",1,TRUE
"36","gtmfmnut","Chl-a Corrected",2005-12-06,0.8,2005-12-06 11:30:00,2,1,1,"<-1>","2005-12-06 11:30:00","1H 0M 0S","2005-12-06 11:30:00","2005-12-06","2005-12-06 00:43:00","2005-12-06 06:41:00",10.7833333333333,4.81666666666667,1.254,0.045,"Rising",1,TRUE
"37","gtmfmnut","Chl-a Corrected",2006-01-17,0.8,2006-01-17 15:26:00,2,1,1,"<-1>","2006-01-17 15:26:00","1H 0M 0S","2006-01-17 15:26:00","2006-01-17","2006-01-17 11:17:00","2006-01-17 04:53:00",4.15,10.55,1.312,0.036,"Falling",1,TRUE
"38","gtmfmnut","Chl-a Corrected",2006-02-14,0.9,2006-02-14 15:01:00,2,1,1,"<-1>","2006-02-14 15:01:00","1H 0M 0S","2006-02-14 15:01:00","2006-02-14","2006-02-14 10:14:00","2006-02-14 03:54:00",4.78333333333333,11.1166666666667,1.303,-0.025,"Falling",1,TRUE
"39","gtmfmnut","Chl-a Corrected",2006-03-14,1.2,2006-03-14 12:16:00,2,1,1,"<-1>","2006-03-14 12:16:00","1H 0M 0S","2006-03-14 12:16:00","2006-03-14","2006-03-14 09:07:00","2006-03-14 02:53:00",3.15,9.38333333333333,1.261,-0.018,"Falling",1,TRUE
"40","gtmfmnut","Chl-a Corrected",2006-04-12,2.9,2006-04-12 13:16:00,2,1,1,"<-1>","2006-04-12 12:16:00","1H 0M 0S","2006-04-12 13:16:00","2006-04-12","2006-04-12 09:33:00","2006-04-12 03:29:00",3.71666666666667,9.78333333333333,1.162,-0.006,"Falling",1,TRUE
"41","gtmfmnut","Chl-a Corrected",2006-05-10,2.25,2006-05-10 11:01:00,2,1,1,"<-1>","2006-05-10 10:01:00","1H 0M 0S","2006-05-10 11:01:00","2006-05-10","2006-05-10 08:15:00","2006-05-10 02:15:00",2.76666666666667,8.76666666666667,1.026,0.025,"Falling",1,TRUE
"42","gtmfmnut","Chl-a Corrected",2006-06-12,1.45,2006-06-12 13:41:00,2,1,1,"<-1>","2006-06-12 12:41:00","1H 0M 0S","2006-06-12 13:41:00","2006-06-12","2006-06-12 10:48:00","2006-06-12 04:52:00",2.88333333333333,8.81666666666667,0.954,-0.14,"Falling",1,TRUE
"43","gtmfmnut","Chl-a Corrected",2006-07-11,2.1,2006-07-11 13:21:00,2,1,1,"<-1>","2006-07-11 12:21:00","1H 0M 0S","2006-07-11 13:21:00","2006-07-11","2006-07-11 10:25:00","2006-07-11 04:29:00",2.93333333333333,8.86666666666667,1.055,-0.133,"Falling",1,TRUE
"44","gtmfmnut","Chl-a Corrected",2006-08-08,4.9,2006-08-08 12:11:00,2,1,1,"<-1>","2006-08-08 11:11:00","1H 0M 0S","2006-08-08 12:11:00","2006-08-08","2006-08-08 09:07:00","2006-08-08 03:12:00",3.06666666666667,8.98333333333333,1.205,0.007,"Falling",1,TRUE
"45","gtmfmnut","Chl-a Corrected",2006-09-25,7.3,2006-09-25 11:53:00,2,1,1,"<-1>","2006-09-25 10:53:00","1H 0M 0S","2006-09-25 11:53:00","2006-09-25","2006-09-24 23:41:00","2006-09-25 05:35:00",12.2,6.3,1.47,0.337,"Rising",1,TRUE
"46","gtmfmnut","Chl-a Corrected",2006-10-23,4.7,2006-10-23 15:01:00,2,1,1,"<-1>","2006-10-23 14:01:00","1H 0M 0S","2006-10-23 15:01:00","2006-10-23","2006-10-23 10:56:00","2006-10-23 04:26:00",4.08333333333333,10.5833333333333,1.635,0.268,"Falling",1,TRUE
"47","gtmfmnut","Chl-a Corrected",2006-11-08,3.9,2006-11-08 11:46:00,2,1,1,"<-1>","2006-11-08 11:46:00","1H 0M 0S","2006-11-08 11:46:00","2006-11-08","2006-11-08 11:21:00","2006-11-08 04:48:00",0.416666666666667,6.96666666666667,1.842,0.114,"Falling",1,TRUE
"48","gtmfmnut","Chl-a Corrected",2006-12-06,1.9,2006-12-06 12:16:00,2,1,1,"<-1>","2006-12-06 12:16:00","1H 0M 0S","2006-12-06 12:16:00","2006-12-06","2006-12-06 10:11:00","2006-12-06 03:38:00",2.08333333333333,8.63333333333333,1.716,-0.048,"Falling",1,TRUE
"49","gtmfmnut","Chl-a Corrected",2007-01-03,1.55,2007-01-03 12:01:00,2,1,1,"<-1>","2007-01-03 12:01:00","1H 0M 0S","2007-01-03 12:01:00","2007-01-03","2007-01-03 09:05:00","2007-01-03 02:33:00",2.93333333333333,9.46666666666667,1.554,-0.12,"Falling",1,TRUE
"50","gtmfmnut","Chl-a Corrected",2007-02-19,1.3,2007-02-19 13:01:00,2,1,1,"<-1>","2007-02-19 13:01:00","1H 0M 0S","2007-02-19 13:01:00","2007-02-19","2007-02-19 10:42:00","2007-02-19 04:20:00",2.31666666666667,8.68333333333333,1.513,-0.261,"Falling",1,TRUE
"51","gtmfmnut","Chl-a Corrected",2007-03-06,2,2007-03-06 12:51:00,2,1,1,"<-1>","2007-03-06 12:51:00","1H 0M 0S","2007-03-06 12:51:00","2007-03-06","2007-03-06 10:56:00","2007-03-06 04:46:00",1.91666666666667,8.08333333333333,1.278,0.062,"Falling",1,TRUE
"52","gtmfmnut","Chl-a Corrected",2007-04-04,6.7,2007-04-04 13:36:00,2,1,1,"<-1>","2007-04-04 12:36:00","1H 0M 0S","2007-04-04 13:36:00","2007-04-04","2007-04-04 11:28:00","2007-04-04 05:24:00",2.13333333333333,8.2,1.182,0.057,"Falling",1,TRUE
"53","gtmfmnut","Chl-a Corrected",2007-05-15,3.35,2007-05-15 11:46:00,2,1,1,"<-1>","2007-05-15 10:46:00","1H 0M 0S","2007-05-15 11:46:00","2007-05-15","2007-05-15 08:49:00","2007-05-15 02:47:00",2.95,8.98333333333333,1.226,-0.215,"Falling",1,TRUE
"54","gtmfmnut","Chl-a Corrected",2007-06-13,4.45,2007-06-13 10:36:00,2,1,1,"<-1>","2007-06-13 09:36:00","1H 0M 0S","2007-06-13 10:36:00","2007-06-13","2007-06-13 08:29:00","2007-06-13 02:33:00",2.11666666666667,8.05,1.118,-0.142,"Falling",1,TRUE
"55","gtmfmnut","Chl-a Corrected",2007-07-16,5.25,2007-07-16 14:26:00,2,1,1,"<-1>","2007-07-16 13:26:00","1H 0M 0S","2007-07-16 14:26:00","2007-07-16","2007-07-16 11:44:00","2007-07-16 05:39:00",2.7,8.78333333333333,1.214,-0.051,"Falling",1,TRUE
"56","gtmfmnut","Chl-a Corrected",2007-08-13,10.7,2007-08-13 12:36:00,2,1,1,"<-1>","2007-08-13 11:36:00","1H 0M 0S","2007-08-13 12:36:00","2007-08-13","2007-08-13 10:32:00","2007-08-13 04:29:00",2.06666666666667,8.11666666666667,1.352,0.094,"Falling",1,TRUE
"57","gtmfmnut","Chl-a Corrected",2007-09-11,4.9,2007-09-11 11:56:00,2,1,1,"<-1>","2007-09-11 10:56:00","1H 0M 0S","2007-09-11 11:56:00","2007-09-11","2007-09-11 10:06:00","2007-09-11 03:57:00",1.83333333333333,7.98333333333333,1.532,0.24,"Falling",1,TRUE
"58","gtmfmnut","Chl-a Corrected",2007-10-10,23.45,2007-10-10 10:54:00,2,1,1,"<-1>","2007-10-10 09:54:00","1H 0M 0S","2007-10-10 10:54:00","2007-10-10","2007-10-10 09:37:00","2007-10-10 03:21:00",1.28333333333333,7.55,1.626,0.296,"Falling",1,TRUE
"59","gtmfmnut","Chl-a Corrected",2007-11-13,2.8,2007-11-13 12:51:00,2,1,1,"<-1>","2007-11-13 12:51:00","1H 0M 0S","2007-11-13 12:51:00","2007-11-13","2007-11-13 11:23:00","2007-11-13 04:45:00",1.46666666666667,8.1,1.526,0.25,"Falling",1,TRUE
"60","gtmfmnut","Chl-a Corrected",2007-12-10,1.3,2007-12-10 11:56:00,2,1,1,"<-1>","2007-12-10 11:56:00","1H 0M 0S","2007-12-10 11:56:00","2007-12-10","2007-12-10 09:42:00","2007-12-10 03:07:00",2.23333333333333,8.81666666666667,1.452,0.059,"Falling",1,TRUE
"61","gtmfmnut","Chl-a Corrected",2008-01-08,1.6,2008-01-08 10:56:00,2,1,1,"<-1>","2008-01-08 10:56:00","1H 0M 0S","2008-01-08 10:56:00","2008-01-08","2008-01-08 09:16:00","2008-01-08 02:43:00",1.66666666666667,8.21666666666667,1.355,-0.097,"Falling",1,TRUE
"62","gtmfmnut","Chl-a Corrected",2008-02-05,2.3,2008-02-05 11:41:00,2,1,1,"<-1>","2008-02-05 11:41:00","1H 0M 0S","2008-02-05 11:41:00","2008-02-05","2008-02-05 08:07:00","2008-02-05 01:35:00",3.56666666666667,10.1,1.293,-0.107,"Falling",1,TRUE
"63","gtmfmnut","Chl-a Corrected",2008-03-10,3,2008-03-10 15:01:00,2,1,1,"<-1>","2008-03-10 14:01:00","1H 0M 0S","2008-03-10 15:01:00","2008-03-10","2008-03-10 12:22:00","2008-03-10 06:10:00",2.65,8.85,1.366,-0.1,"Falling",1,TRUE
"64","gtmfmnut","Chl-a Corrected",2008-04-21,3.8,2008-04-21 12:33:00,2,1,1,"<-1>","2008-04-21 11:33:00","1H 0M 0S","2008-04-21 12:33:00","2008-04-21","2008-04-21 10:57:00","2008-04-21 04:59:00",1.6,7.56666666666667,1.156,0.018,"Falling",1,TRUE
"65","gtmfmnut","Chl-a Corrected",2008-05-20,5.25,2008-05-20 13:21:00,2,1,1,"<-1>","2008-05-20 12:21:00","1H 0M 0S","2008-05-20 13:21:00","2008-05-20","2008-05-20 10:29:00","2008-05-20 04:37:00",2.86666666666667,8.73333333333333,0.995,-0.012,"Falling",1,TRUE
"66","gtmfmnut","Chl-a Corrected",2008-06-19,10.95,2008-06-19 12:20:00,2,1,1,"<-1>","2008-06-19 11:20:00","1H 0M 0S","2008-06-19 12:20:00","2008-06-19","2008-06-19 10:46:00","2008-06-19 04:53:00",1.56666666666667,7.45,0.915,-0.033,"Falling",1,TRUE
"67","gtmfmnut","Chl-a Corrected",2008-07-02,8.5,2008-07-02 11:41:00,2,1,1,"<-1>","2008-07-02 10:41:00","1H 0M 0S","2008-07-02 11:41:00","2008-07-02","2008-07-02 09:21:00","2008-07-02 03:26:00",2.33333333333333,8.25,1.137,-0.163,"Falling",1,TRUE
"68","gtmfmnut","Chl-a Corrected",2008-08-18,4.2,2008-08-18 12:29:00,2,1,1,"<-1>","2008-08-18 11:29:00","1H 0M 0S","2008-08-18 12:29:00","2008-08-18","2008-08-18 11:20:00","2008-08-18 05:07:00",1.15,7.36666666666667,1.378,0.062,"Falling",1,TRUE
"69","gtmfmnut","Chl-a Corrected",2008-09-18,5.9,2008-09-18 14:43:00,2,1,1,"<-1>","2008-09-18 13:43:00","1H 0M 0S","2008-09-18 14:43:00","2008-09-18","2008-09-18 12:23:00","2008-09-18 05:55:00",2.33333333333333,8.8,1.778,0.149,"Falling",1,TRUE
"70","gtmfmnut","Chl-a Corrected",2008-10-14,6.25,2008-10-14 11:48:00,2,1,1,"<-1>","2008-10-14 10:48:00","1H 0M 0S","2008-10-14 11:48:00","2008-10-14","2008-10-14 09:34:00","2008-10-14 03:13:00",2.23333333333333,8.58333333333333,1.73,0.101,"Falling",1,TRUE
"71","gtmfmnut","Chl-a Corrected",2008-11-11,3.4,2008-11-11 10:06:00,2,1,1,"<-1>","2008-11-11 10:06:00","1H 0M 0S","2008-11-11 10:06:00","2008-11-11","2008-11-11 07:20:00","2008-11-11 00:53:00",2.76666666666667,9.21666666666667,1.657,0.031,"Falling",1,TRUE
"72","gtmfmnut","Chl-a Corrected",2008-12-16,3.15,2008-12-16 14:01:00,2,1,1,"<-1>","2008-12-16 14:01:00","1H 0M 0S","2008-12-16 14:01:00","2008-12-16","2008-12-16 12:17:00","2008-12-16 05:50:00",1.73333333333333,8.18333333333333,1.622,-0.085,"Falling",1,TRUE
"73","gtmfmnut","Chl-a Corrected",2009-01-27,2.4,2009-01-27 12:01:00,2,1,1,"<-1>","2009-01-27 12:01:00","1H 0M 0S","2009-01-27 12:01:00","2009-01-27","2009-01-27 10:07:00","2009-01-27 03:39:00",1.9,8.36666666666667,1.306,-0.081,"Falling",1,TRUE
"74","gtmfmnut","Chl-a Corrected",2009-02-10,1.7,2009-02-10 11:48:00,2,1,1,"<-1>","2009-02-10 11:48:00","1H 0M 0S","2009-02-10 11:48:00","2009-02-10","2009-02-10 09:54:00","2009-02-10 03:31:00",1.9,8.28333333333333,1.588,-0.299,"Falling",1,TRUE
"75","gtmfmnut","Chl-a Corrected",2009-03-10,5.6,2009-03-10 12:29:00,2,1,1,"<-1>","2009-03-10 11:29:00","1H 0M 0S","2009-03-10 12:29:00","2009-03-10","2009-03-10 09:43:00","2009-03-10 03:25:00",2.76666666666667,9.06666666666667,1.51,-0.227,"Falling",1,TRUE
"76","gtmfmnut","Chl-a Corrected",2009-04-22,4.1,2009-04-22 11:17:00,2,1,1,"<-1>","2009-04-22 10:17:00","1H 0M 0S","2009-04-22 11:17:00","2009-04-22","2009-04-22 08:06:00","2009-04-22 01:56:00",3.18333333333333,9.35,1.119,-0.028,"Falling",1,TRUE
"77","gtmfmnut","Chl-a Corrected",2009-05-11,1.9,2009-05-11 15:26:00,2,1,1,"<-1>","2009-05-11 14:26:00","1H 0M 0S","2009-05-11 15:26:00","2009-05-11","2009-05-11 11:48:00","2009-05-11 05:50:00",3.63333333333333,9.6,1.072,0.006,"Falling",1,TRUE
"78","gtmfmnut","Chl-a Corrected",2009-07-21,4.9,2009-07-21 13:01:00,2,1,1,"<-1>","2009-07-21 12:01:00","1H 0M 0S","2009-07-21 13:01:00","2009-07-21","2009-07-21 09:20:00","2009-07-21 03:22:00",3.68333333333333,9.65,1.213,-0.13,"Falling",1,TRUE
"79","gtmfmnut","Chl-a Corrected",2009-08-04,5.25,2009-08-04 13:15:00,2,1,1,"<-1>","2009-08-04 12:15:00","1H 0M 0S","2009-08-04 13:15:00","2009-08-04","2009-08-04 09:03:00","2009-08-04 03:12:00",4.2,10.05,1.112,0.168,"Falling",1,TRUE
"80","gtmfmnut","Chl-a Corrected",2009-09-02,3,2009-09-02 13:10:00,2,1,1,"<-1>","2009-09-02 12:10:00","1H 0M 0S","2009-09-02 13:10:00","2009-09-02","2009-09-02 08:34:00","2009-09-02 02:35:00",4.6,10.5833333333333,1.296,0.29,"Falling",1,TRUE
"81","gtmfmnut","Chl-a Corrected",2009-10-14,4.95,2009-10-14 11:41:00,2,1,1,"<-1>","2009-10-14 10:41:00","1H 0M 0S","2009-10-14 11:41:00","2009-10-14","2009-10-14 06:44:00","2009-10-14 00:27:00",4.95,11.2333333333333,1.568,0.24,"Falling",1,TRUE
"82","gtmfmnut","Chl-a Corrected",2009-11-03,4.7,2009-11-03 13:29:00,2,1,1,"<-1>","2009-11-03 13:29:00","1H 0M 0S","2009-11-03 13:29:00","2009-11-03","2009-11-03 09:25:00","2009-11-03 02:56:00",4.06666666666667,10.55,1.715,0.078,"Falling",1,TRUE
"83","gtmfmnut","Chl-a Corrected",2009-12-15,2.55,2009-12-15 13:40:00,2,1,1,"<-1>","2009-12-15 13:40:00","1H 0M 0S","2009-12-15 13:40:00","2009-12-15","2009-12-15 08:23:00","2009-12-15 01:52:00",5.28333333333333,11.8,1.553,0.029,"Falling",1,TRUE
"84","gtmfmnut","Chl-a Corrected",2010-01-13,4.8,2010-01-13 10:11:00,2,1,1,"<-1>","2010-01-13 10:11:00","1H 0M 0S","2010-01-13 10:11:00","2010-01-13","2010-01-13 08:03:00","2010-01-13 01:31:00",2.13333333333333,8.66666666666667,1.382,0.002,"Falling",1,TRUE
"85","gtmfmnut","Chl-a Corrected",2010-03-16,3.4,2010-03-16 15:28:00,1,1,1,"<-1>","2010-03-16 14:28:00","1H 0M 0S","2010-03-16 15:28:00","2010-03-16","2010-03-16 10:45:00","2010-03-16 04:34:00",4.71666666666667,10.9,1.243,-0.022,"Falling",1,TRUE
"86","gtmfmnut","Chl-a Corrected",2010-04-14,3.9,2010-04-14 14:13:00,2,1,1,"<-1>","2010-04-14 13:13:00","1H 0M 0S","2010-04-14 14:13:00","2010-04-14","2010-04-14 10:15:00","2010-04-14 04:11:00",3.96666666666667,10.0333333333333,1.147,-0.045,"Falling",1,TRUE
